,gs2046,gs2081
866,23.0082317682,33.9225174825
867,22.6865134865,33.3379420579
868,21.6053046953,32.3653046953
869,22.1033666334,32.6133666334
870,22.0021178821,32.404975025
871,22.0021178821,32.404975025
872,22.0021178821,32.404975025
873,24.3293906094,36.1308191808
874,24.148041958,35.6637562438
875,24.0354045954,35.6611188811
876,23.9473126873,35.6287412587
877,22.4812387612,33.9040959041
878,22.4812387612,33.9040959041
879,22.4835664336,34.0978521479
880,22.4940959041,33.9683816184
